System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
17:43:12:236, 80893481981608,    1.205,   14.000, 3200,  18.913,  34.425,   9.563,  15.014,  25.134,   6.982, 64,  0,   0.528,   1.068,   0.297,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:12:345, 80893777581510,    1.314,   16.000, 3200,  18.818,  36.476,  10.132,  14.950,  26.764,   7.434, 69,  0,   0.499,   1.122,   0.312,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:12:451, 80894065500629,    1.420,   16.000, 3200,  19.337,  38.529,  10.703,  15.406,  28.399,   7.889, 62,  0,   0.582,   1.184,   0.329,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:12:563, 80894368909387,    1.532,   13.000, 3200,  17.634,  40.502,  11.251,  13.749,  29.937,   8.316, 67,  0,   0.503,   1.240,   0.344,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:12:672, 80894664828596,    1.641,   13.000, 3200,  18.069,  42.474,  11.798,  14.208,  31.488,   8.747, 64,  0,   0.514,   1.296,   0.360,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:12:780, 80894959123943,    1.750,   15.000, 3200,  19.315,  44.570,  12.380,  15.346,  33.153,   9.209, 65,  0,   0.528,   1.353,   0.376,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:12:889, 80895255089952,    1.859,   12.000, 3200,  17.974,  46.531,  12.925,  14.120,  34.694,   9.637, 65,  0,   0.483,   1.406,   0.391,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:13:001, 80895556527292,    1.970,   12.000, 3200,  18.600,  48.598,  13.500,  14.761,  36.334,  10.093, 71,  0,   0.487,   1.460,   0.406,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:13:110, 80895854533628,    2.080,   12.000, 3200,  18.511,  50.633,  14.065,  14.618,  37.941,  10.539, 68,  0,   0.500,   1.515,   0.421,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:13:221, 80896155350580,    2.191,   14.000, 3300,  19.177,  52.760,  14.655,  15.286,  39.636,  11.010, 69,  0,   0.510,   1.572,   0.437,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:13:332, 80896454452316,    2.301,   17.000, 3200,  19.155,  54.872,  15.242,  15.327,  41.327,  11.480, 66,  0,   0.501,   1.627,   0.452,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:13:442, 80896752620663,    2.411,   13.000, 3200,  18.552,  56.912,  15.809,  14.670,  42.940,  11.928, 68,  0,   0.484,   1.680,   0.467,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:13:537, 80897012443560,    2.507,   13.000, 3200,  18.827,  58.716,  16.310,  14.917,  44.369,  12.325, 71,  0,   0.506,   1.729,   0.480,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:13:647, 80897310934448,    2.617,   12.000, 3200,  18.785,  60.783,  16.884,  14.915,  46.010,  12.781, 68,  0,   0.492,   1.783,   0.495,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:13:758, 80897610139938,    2.727,   12.000, 3200,  18.688,  62.845,  17.457,  14.873,  47.651,  13.236, 70,  0,   0.482,   1.836,   0.510,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:13:869, 80897910371691,    2.838,   12.000, 3200,  18.383,  64.880,  18.022,  14.459,  49.252,  13.681, 69,  0,   0.470,   1.888,   0.524,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:13:975, 80898200060301,    2.945,   13.000, 3200,  18.953,  66.905,  18.585,  15.065,  50.861,  14.128, 72,  0,   0.481,   1.939,   0.539,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:14:084, 80898493625577,    3.053,   12.000, 3200,  18.824,  68.942,  19.151,  15.004,  52.485,  14.579, 64,  0,   0.455,   1.989,   0.552,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:14:193, 80898791834515,    3.163,   13.000, 3200,  19.361,  71.071,  19.742,  15.476,  54.187,  15.052, 68,  0,   0.495,   2.043,   0.567,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:14:305, 80899094662202,    3.275,   21.000, 3200,  19.436,  73.241,  20.345,  15.678,  55.937,  15.538, 66,  0,   0.491,   2.098,   0.583,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:14:417, 80899396863233,    3.386,   13.000, 3200,  18.947,  75.353,  20.931,  14.998,  57.609,  16.002, 70,  0,   0.485,   2.152,   0.598,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:14:527, 80899697557664,    3.497,   12.000, 3300,  19.144,  77.475,  21.521,  15.247,  59.299,  16.472, 64,  0,   0.478,   2.205,   0.612,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:14:639, 80899999352169,    3.608,   13.000, 3200,  19.037,  79.594,  22.109,  15.216,  60.992,  16.942, 72,  0,   0.482,   2.258,   0.627,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:14:751, 80900302350666,    3.720,   18.000, 3200,  20.980,  81.938,  22.760,  17.057,  62.898,  17.472, 68,  0,   0.522,   2.317,   0.644,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:14:860, 80900599429656,    3.830,   12.000, 3200,  18.794,  83.997,  23.332,  15.021,  64.544,  17.929, 65,  0,   0.459,   2.367,   0.657,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:14:971, 80900901354689,    3.941,   12.000, 3200,  18.669,  86.075,  23.910,  14.694,  66.180,  18.383, 68,  0,   0.464,   2.419,   0.672,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:15:081, 80901199301262,    4.051,   12.000, 3200,  18.822,  88.143,  24.484,  14.945,  67.821,  18.839, 72,  0,   0.458,   2.469,   0.686,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:15:192, 80901499033163,    4.161,   12.000, 3200,  18.750,  90.215,  25.060,  14.964,  69.475,  19.299, 72,  0,   0.472,   2.521,   0.700,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:15:301, 80901796331891,    4.271,   23.000, 3200,  19.571,  92.361,  25.656,  15.631,  71.189,  19.775, 64,  0,   0.493,   2.575,   0.715,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:15:396, 80902053282985,    4.366,   13.000, 3200,  19.236,  94.183,  26.162,  14.854,  72.596,  20.166, 67,  0,   0.484,   2.621,   0.728,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:15:508, 80902355919693,    4.477,   13.000, 3200,  21.187,  96.547,  26.819,  14.784,  74.246,  20.624, 68,  0,   0.490,   2.676,   0.743,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:15:618, 80902653921800,    4.587,   12.000, 3200,  21.162,  98.873,  27.465,  14.833,  75.876,  21.077, 68,  0,   0.468,   2.727,   0.758,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:15:728, 80902954344018,    4.698,   15.000, 3200,  21.639, 101.270,  28.131,  15.289,  77.569,  21.547, 70,  0,   0.483,   2.781,   0.772,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:15:839, 80903255458714,    4.809,   12.000, 3200,  21.093, 103.612,  28.781,  14.765,  79.209,  22.002, 63,  0,   0.491,   2.835,   0.788,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:15:949, 80903551746386,    4.918,   13.000, 3200,  20.781, 105.882,  29.412,  14.515,  80.794,  22.443, 69,  0,   0.478,   2.887,   0.802,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:16:061, 80903855673205,    5.030,   12.000, 3200,  21.385, 108.279,  30.077,  15.089,  82.485,  22.913, 69,  0,   0.468,   2.940,   0.817,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:16:170, 80904153106477,    5.140,   12.000, 3200,  21.364, 110.622,  30.728,  14.993,  84.130,  23.369, 72,  0,   0.460,   2.990,   0.831,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:16:303, 80904514534808,    5.273,   29.000, 3400,  22.716, 113.649,  31.569,  16.429,  86.319,  23.978, 62,  0,   0.540,   3.062,   0.851,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:16:391, 80904750602809,    5.360,   14.000, 3200,  21.878, 115.554,  32.098,  15.497,  87.668,  24.352, 69,  0,   0.537,   3.109,   0.864,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:16:502, 80905052463761,    5.472,   13.000, 3300,  21.270, 117.921,  32.756,  14.989,  89.337,  24.816, 66,  0,   0.492,   3.164,   0.879,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:16:614, 80905355871576,    5.583,   12.000, 3200,  21.282, 120.302,  33.417,  14.950,  91.009,  25.280, 70,  0,   0.468,   3.216,   0.893,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:16:724, 80905653287104,    5.693,   12.000, 3200,  21.576, 122.668,  34.074,  15.203,  92.676,  25.743, 71,  0,   0.464,   3.267,   0.907,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:16:833, 80905951459463,    5.803,   12.000, 3200,  21.212, 125.000,  34.722,  14.892,  94.314,  26.198, 72,  0,   0.480,   3.320,   0.922,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:16:943, 80906248246311,    5.912,   12.000, 3200,  20.965, 127.295,  35.360,  14.734,  95.926,  26.646, 66,  0,   0.462,   3.370,   0.936,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:17:055, 80906550970580,    6.024,   12.000, 3200,  21.232, 129.665,  36.018,  14.849,  97.584,  27.107, 72,  0,   0.458,   3.421,   0.950,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:17:165, 80906849071497,    6.134,   12.000, 3200,  21.424, 132.020,  36.672,  15.107,  99.244,  27.568, 73,  0,   0.463,   3.472,   0.965,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:17:294, 80907201464230,    6.264,   24.000, 3200,  22.580, 134.954,  37.487,  16.247, 101.355,  28.154, 64,  0,   0.494,   3.536,   0.982,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:17:386, 80907449177006,    6.355,   12.000, 3200,  21.250, 136.894,  38.026,  15.028, 102.728,  28.536, 72,  0,   0.475,   3.580,   0.994,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:17:498, 80907752419094,    6.467,   12.000, 3200,  21.868, 139.340,  38.705,  15.503, 104.461,  29.017, 71,  0,   0.475,   3.633,   1.009,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:17:607, 80908050283753,    6.577,   12.000, 3200,  21.399, 141.690,  39.358,  15.055, 106.115,  29.476, 64,  0,   0.461,   3.684,   1.023,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:17:718, 80908351545912,    6.688,   12.000, 3200,  21.093, 144.033,  40.009,  14.793, 107.758,  29.933, 67,  0,   0.471,   3.736,   1.038,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:17:829, 80908651283531,    6.799,   12.000, 3200,  20.939, 146.347,  40.652,  14.734, 109.387,  30.385, 71,  0,   0.464,   3.787,   1.052,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:17:939, 80908948321709,    6.908,   12.000, 3200,  21.459, 148.698,  41.305,  15.035, 111.033,  30.843, 72,  0,   0.485,   3.840,   1.067,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:18:050, 80909251369334,    7.020,   13.000, 3200,  21.753, 151.128,  41.980,  15.154, 112.727,  31.313, 64,  0,   0.459,   3.892,   1.081,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:18:160, 80909547820003,    7.129,   12.000, 3200,  26.220, 153.994,  42.776,  14.936, 114.359,  31.767, 72,  0,   0.462,   3.942,   1.095,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:18:256, 80909807804787,    7.225,   12.000, 3200,  26.385, 156.524,  43.479,  14.979, 115.795,  32.165, 72,  0,   0.475,   3.988,   1.108,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:18:365, 80910106007343,    7.335,   15.000, 3200,  27.290, 159.524,  44.312,  15.896, 117.543,  32.651, 71,  0,   0.491,   4.042,   1.123,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:18:476, 80910405320479,    7.445,   13.000, 3200,  26.268, 162.424,  45.118,  14.998, 119.199,  33.111, 70,  0,   0.477,   4.094,   1.137,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:18:587, 80910707711824,    7.557,   13.000, 3200,  26.564, 165.385,  45.940,  15.070, 120.879,  33.577, 68,  0,   0.486,   4.149,   1.152,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:18:699, 80911009762454,    7.668,   12.000, 3200,  26.406, 168.326,  46.757,  15.139, 122.565,  34.046, 71,  0,   0.458,   4.200,   1.167,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:18:809, 80911310307479,    7.779,   18.000, 3200,  28.771, 171.515,  47.643,  17.340, 124.487,  34.580, 63,  0,   0.583,   4.264,   1.184,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:18:921, 80911612019636,    7.890,   33.000, 3200,  33.508, 175.243,  48.679,  22.101, 126.945,  35.263, 62,  0,   0.812,   4.354,   1.210,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:19:032, 80911912993098,    8.001,   44.000, 3200,  38.599, 179.526,  49.868,  26.982, 129.940,  36.094, 68,  0,   0.999,   4.465,   1.240,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:19:142, 80912210856453,    8.111,   22.000, 3200,  30.310, 182.855,  50.793,  18.847, 132.010,  36.669, 66,  0,   0.669,   4.539,   1.261,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:19:252, 80912509312122,    8.221,   26.000, 3200,  31.782, 186.353,  51.765,  20.274, 134.241,  37.289, 69,  0,   0.712,   4.617,   1.283,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:19:364, 80912813159252,    8.333,   16.000, 3200,  26.920, 189.369,  52.603,  15.565, 135.985,  37.774, 71,  0,   0.493,   4.672,   1.298,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:19:472, 80913106118963,    8.441,   16.000, 3200,  27.125, 192.299,  53.416,  15.698, 137.681,  38.245, 69,  0,   0.571,   4.734,   1.315,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:19:581, 80913403874973,    8.551,   14.000, 3200,  26.616, 195.221,  54.228,  15.170, 139.346,  38.707, 68,  0,   0.524,   4.792,   1.331,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:19:691, 80913701633722,    8.661,   12.000, 3200,  26.285, 198.107,  55.030,  14.872, 140.979,  39.161, 67,  0,   0.481,   4.845,   1.346,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:19:787, 80913962067096,    8.757,   13.000, 3200,  26.482, 200.650,  55.736,  15.119, 142.431,  39.564, 70,  0,   0.482,   4.891,   1.359,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:19:898, 80914261799590,    8.867,   13.000, 3200,  26.057, 203.530,  56.536,  14.804, 144.067,  40.019, 68,  0,   0.514,   4.948,   1.374,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:20:008, 80914559686066,    8.977,   12.000, 3200,  26.227, 206.411,  57.336,  14.824, 145.695,  40.471, 71,  0,   0.482,   5.001,   1.389,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:20:119, 80914862104160,    9.089,   12.000, 3200,  26.339, 209.348,  58.152,  15.089, 147.378,  40.938, 71,  0,   0.463,   5.052,   1.403,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:20:230, 80915163995392,    9.200,   12.000, 3200,  26.608, 212.310,  58.975,  15.086, 149.057,  41.405, 72,  0,   0.467,   5.104,   1.418,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:20:341, 80915463870746,    9.311,   17.000, 3200,  27.350, 215.334,  59.815,  16.116, 150.839,  41.900, 71,  0,   0.491,   5.158,   1.433,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:20:453, 80915766510341,    9.422,   12.000, 3200,  26.571, 218.299,  60.639,  15.100, 152.524,  42.368, 73,  0,   0.489,   5.213,   1.448,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:20:562, 80916063966411,    9.532,   14.000, 3200,  26.307, 221.185,  61.440,  14.839, 154.152,  42.820, 69,  0,   0.517,   5.270,   1.464,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:20:674, 80916365732598,    9.643,   13.000, 3200,  26.322, 224.113,  62.254,  15.003, 155.821,  43.284, 69,  0,   0.493,   5.325,   1.479,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:20:784, 80916666576494,    9.754,   13.000, 3200,  26.793, 227.086,  63.079,  15.411, 157.531,  43.759, 64,  0,   0.478,   5.378,   1.494,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:20:895, 80916967215086,    9.865,   12.000, 3200,  26.171, 229.987,  63.885,  14.762, 159.167,  44.213, 68,  0,   0.478,   5.431,   1.508,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:21:003, 80917260292528,    9.973,   12.000, 3200,  26.369, 232.836,  64.677,  15.029, 160.791,  44.664, 66,  0,   0.465,   5.481,   1.522,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:21:114, 80917560869283,   10.084,   12.000, 3200,  26.269, 235.748,  65.486,  14.851, 162.437,  45.121, 71,  0,   0.479,   5.534,   1.537,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:21:210, 80917820348796,   10.179,   13.000, 3200,  26.787, 238.311,  66.197,  15.616, 163.931,  45.536, 71,  0,   0.484,   5.580,   1.550,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:21:325, 80918132829484,   10.295,   24.000, 3400,  27.447, 241.473,  67.076,  16.172, 165.795,  46.054, 68,  0,   0.491,   5.637,   1.566,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:21:433, 80918424184392,   10.402,   13.000, 3200,  26.699, 244.342,  67.873,  15.144, 167.422,  46.506, 70,  0,   0.489,   5.689,   1.580,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:21:543, 80918724495991,   10.513,   12.000, 3200,  26.696, 247.298,  68.694,  15.245, 169.110,  46.975, 69,  0,   0.483,   5.743,   1.595,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:21:654, 80919023505476,   10.623,   12.000, 3200,  26.056, 250.170,  69.492,  14.756, 170.737,  47.427, 70,  0,   0.475,   5.795,   1.610,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:21:765, 80919327015591,   10.735,   13.000, 3200,  26.538, 253.140,  70.317,  15.141, 172.431,  47.898, 69,  0,   0.509,   5.852,   1.626,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:21:875, 80919623277146,   10.844,   13.000, 3200,  26.162, 255.998,  71.111,  14.857, 174.054,  48.348, 70,  0,   0.479,   5.905,   1.640,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:21:986, 80919925694676,   10.956,   13.000, 3200,  26.571, 258.961,  71.934,  15.050, 175.732,  48.815, 66,  0,   0.510,   5.961,   1.656,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:22:097, 80920227371532,   11.067,   12.000, 3200,  26.016, 261.855,  72.738,  14.722, 177.370,  49.269, 70,  0,   0.466,   6.013,   1.670,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:22:207, 80920524732196,   11.177,   12.000, 3200,  26.184, 264.726,  73.535,  14.963, 179.011,  49.725, 70,  0,   0.474,   6.065,   1.685,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:22:336, 80920873881453,   11.305,   24.000, 3400,  27.244, 268.234,  74.509,  15.854, 181.052,  50.292, 67,  0,   0.484,   6.127,   1.702,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:22:425, 80921114981459,   11.394,   13.000, 3200,  26.169, 270.560,  75.156,  14.729, 182.361,  50.656, 65,  0,   0.490,   6.171,   1.714,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:22:537, 80921418585661,   11.506,   12.000, 3200,  26.410, 273.517,  75.977,  15.029, 184.044,  51.123, 67,  0,   0.467,   6.223,   1.729,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:22:647, 80921717229007,   11.616,   12.000, 3200,  26.183, 276.400,  76.778,  14.845, 185.678,  51.577, 69,  0,   0.480,   6.276,   1.743,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:22:756, 80922012924306,   11.725,   12.000, 3200,  25.901, 279.224,  77.562,  14.547, 187.264,  52.018, 70,  0,   0.466,   6.327,   1.757,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:22:868, 80922315618662,   11.837,   12.000, 3200,  26.408, 282.171,  78.381,  14.933, 188.931,  52.481, 66,  0,   0.467,   6.379,   1.772,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:22:989, 80922645061490,   11.959,   16.000, 3200,  27.762, 285.544,  79.318,  16.491, 190.934,  53.037, 65,  0,   0.511,   6.441,   1.789,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:23:084, 80922901831284,   12.053,   12.000, 3200,  25.976, 288.003,  80.001,  14.529, 192.310,  53.419, 71,  0,   0.462,   6.485,   1.801,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:23:195, 80923203429409,   12.164,   12.000, 3200,  26.582, 290.959,  80.822,  15.276, 194.009,  53.891, 72,  0,   0.482,   6.538,   1.816,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:23:325, 80923555274640,   12.294,   25.000, 3200,  27.365, 294.510,  81.808,  15.947, 196.078,  54.466, 67,  0,   0.479,   6.601,   1.833,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:23:414, 80923799112459,   12.384,   15.000, 3200,  26.712, 296.911,  82.475,  15.289, 197.452,  54.848, 70,  0,   0.534,   6.649,   1.847,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:23:525, 80924099750765,   12.495,   12.000, 3200,  26.630, 299.863,  83.295,  15.215, 199.139,  55.316, 71,  0,   0.470,   6.701,   1.861,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:23:636, 80924399619564,   12.605,   12.000, 3200,  26.446, 302.788,  84.108,  15.219, 200.822,  55.784, 65,  0,   0.460,   6.751,   1.875,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:23:748, 80924702454202,   12.717,   12.000, 3200,  26.663, 305.765,  84.935,  15.224, 202.522,  56.256, 70,  0,   0.484,   6.806,   1.890,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:23:858, 80925001815396,   12.828,   12.000, 3200,  26.206, 308.658,  85.738,  14.919, 204.169,  56.713, 63,  0,   0.465,   6.857,   1.905,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:23:970, 80925304242881,   12.939,   13.000, 3200,  26.710, 311.636,  86.566,  15.238, 205.868,  57.185, 68,  0,   0.469,   6.909,   1.919,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:24:079, 80925602507078,   13.049,   13.000, 3200,  26.700, 314.573,  87.381,  15.338, 207.555,  57.654, 71,  0,   0.466,   6.960,   1.933,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:24:191, 80925905308335,   13.161,   12.000, 3200,  26.238, 317.502,  88.195,  15.035, 209.233,  58.120, 66,  0,   0.458,   7.011,   1.948,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:24:302, 80926205039939,   13.271,   12.000, 3200,  26.359, 320.415,  89.004,  14.884, 210.878,  58.577, 70,  0,   0.475,   7.064,   1.962,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:24:411, 80926502038680,   13.381,   14.000, 3200,  27.197, 323.394,  89.832,  15.949, 212.625,  59.062, 71,  0,   0.489,   7.118,   1.977,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:24:507, 80926761544762,   13.476,   13.000, 3200,  26.565, 325.936,  90.538,  15.102, 214.070,  59.464, 71,  0,   0.495,   7.165,   1.990,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:24:618, 80927061791639,   13.587,   12.000, 3200,  26.509, 328.871,  91.353,  15.085, 215.740,  59.928, 71,  0,   0.458,   7.216,   2.004,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:24:728, 80927360995563,   13.697,   12.000, 3200,  26.054, 331.745,  92.151,  14.751, 217.367,  60.380, 69,  0,   0.473,   7.268,   2.019,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:24:838, 80927658281629,   13.807,   12.000, 3200,  26.307, 334.629,  92.952,  14.840, 218.994,  60.832, 64,  0,   0.484,   7.321,   2.034,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:24:948, 80927956692281,   13.917,   12.000, 3200,  26.208, 337.513,  93.754,  14.861, 220.629,  61.286, 69,  0,   0.460,   7.371,   2.048,  55.000,  75.000,   0.000, 230.000, 280.000
17:43:25:057, 80928254593737,   14.027,   16.000, 3200,  28.426, 340.635,  94.621,  16.993, 222.496,  61.804, 69,  0,   0.480,   7.424,   2.062,  55.000,  75.000,   0.000, 230.000, 280.000
